AGGROUP;DATA_PROPOSTA;DATA_MES;COUNT;MOTOR
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;05JAN2021:00:00:00;05JAN2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;06JAN2021:00:00:00;06JAN2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;11JAN2021:00:00:00;11JAN2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;12JAN2021:00:00:00;12JAN2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;13JAN2021:00:00:00;13JAN2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;14JAN2021:00:00:00;14JAN2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;15JAN2021:00:00:00;15JAN2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;18JAN2021:00:00:00;18JAN2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;19JAN2021:00:00:00;19JAN2021:00:00:00;4;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;20JAN2021:00:00:00;20JAN2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;21JAN2021:00:00:00;21JAN2021:00:00:00;3;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;26JAN2021:00:00:00;26JAN2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;27JAN2021:00:00:00;27JAN2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;28JAN2021:00:00:00;28JAN2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;29JAN2021:00:00:00;29JAN2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;31JAN2021:00:00:00;31JAN2021:00:00:00;6;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;01FEB2021:00:00:00;01FEB2021:00:00:00;3;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;02FEB2021:00:00:00;02FEB2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;04FEB2021:00:00:00;04FEB2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;08FEB2021:00:00:00;08FEB2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;09FEB2021:00:00:00;09FEB2021:00:00:00;4;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;11FEB2021:00:00:00;11FEB2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;12FEB2021:00:00:00;12FEB2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;19FEB2021:00:00:00;19FEB2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;22FEB2021:00:00:00;22FEB2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;23FEB2021:00:00:00;23FEB2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;24FEB2021:00:00:00;24FEB2021:00:00:00;3;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;26FEB2021:00:00:00;26FEB2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;02MAR2021:00:00:00;02MAR2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;04MAR2021:00:00:00;04MAR2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;10MAR2021:00:00:00;10MAR2021:00:00:00;4;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;12MAR2021:00:00:00;12MAR2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;15MAR2021:00:00:00;15MAR2021:00:00:00;5;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;16MAR2021:00:00:00;16MAR2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;17MAR2021:00:00:00;17MAR2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;18MAR2021:00:00:00;18MAR2021:00:00:00;3;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;23MAR2021:00:00:00;23MAR2021:00:00:00;5;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;24MAR2021:00:00:00;24MAR2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;25MAR2021:00:00:00;25MAR2021:00:00:00;3;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;29MAR2021:00:00:00;29MAR2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;30MAR2021:00:00:00;30MAR2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;05APR2021:00:00:00;05APR2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;06APR2021:00:00:00;06APR2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;07APR2021:00:00:00;07APR2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;08APR2021:00:00:00;08APR2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;11APR2021:00:00:00;11APR2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;12APR2021:00:00:00;12APR2021:00:00:00;6;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;13APR2021:00:00:00;13APR2021:00:00:00;4;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;15APR2021:00:00:00;15APR2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;04MAY2021:00:00:00;04MAY2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;05MAY2021:00:00:00;05MAY2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;06MAY2021:00:00:00;06MAY2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;10MAY2021:00:00:00;10MAY2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;11MAY2021:00:00:00;11MAY2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;12MAY2021:00:00:00;12MAY2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;13MAY2021:00:00:00;13MAY2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;21MAY2021:00:00:00;21MAY2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;25MAY2021:00:00:00;25MAY2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;26MAY2021:00:00:00;26MAY2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;28MAY2021:00:00:00;28MAY2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;31MAY2021:00:00:00;31MAY2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;01JUN2021:00:00:00;01JUN2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;04JUN2021:00:00:00;04JUN2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;06JUN2021:00:00:00;06JUN2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;07JUN2021:00:00:00;07JUN2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;08JUN2021:00:00:00;08JUN2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;09JUN2021:00:00:00;09JUN2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;10JUN2021:00:00:00;10JUN2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;11JUN2021:00:00:00;11JUN2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;14JUN2021:00:00:00;14JUN2021:00:00:00;3;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;15JUN2021:00:00:00;15JUN2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;16JUN2021:00:00:00;16JUN2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;17JUN2021:00:00:00;17JUN2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;21JUN2021:00:00:00;21JUN2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;23JUN2021:00:00:00;23JUN2021:00:00:00;3;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;24JUN2021:00:00:00;24JUN2021:00:00:00;3;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;25JUN2021:00:00:00;25JUN2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;27JUN2021:00:00:00;27JUN2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;28JUN2021:00:00:00;28JUN2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;30JUN2021:00:00:00;30JUN2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;02JUL2021:00:00:00;02JUL2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;06JUL2021:00:00:00;06JUL2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;07JUL2021:00:00:00;07JUL2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;08JUL2021:00:00:00;08JUL2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;09JUL2021:00:00:00;09JUL2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;13JUL2021:00:00:00;13JUL2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;14JUL2021:00:00:00;14JUL2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;15JUL2021:00:00:00;15JUL2021:00:00:00;9;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;16JUL2021:00:00:00;16JUL2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;17JUL2021:00:00:00;17JUL2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;19JUL2021:00:00:00;19JUL2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;20JUL2021:00:00:00;20JUL2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;21JUL2021:00:00:00;21JUL2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;23JUL2021:00:00:00;23JUL2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;30JUL2021:00:00:00;30JUL2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;02AUG2021:00:00:00;02AUG2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;03AUG2021:00:00:00;03AUG2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;04AUG2021:00:00:00;04AUG2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;05AUG2021:00:00:00;05AUG2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;09AUG2021:00:00:00;09AUG2021:00:00:00;5;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;10AUG2021:00:00:00;10AUG2021:00:00:00;9;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;12AUG2021:00:00:00;12AUG2021:00:00:00;4;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;13AUG2021:00:00:00;13AUG2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;16AUG2021:00:00:00;16AUG2021:00:00:00;4;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;17AUG2021:00:00:00;17AUG2021:00:00:00;7;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;18AUG2021:00:00:00;18AUG2021:00:00:00;4;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;19AUG2021:00:00:00;19AUG2021:00:00:00;6;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;20AUG2021:00:00:00;20AUG2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;23AUG2021:00:00:00;23AUG2021:00:00:00;5;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;24AUG2021:00:00:00;24AUG2021:00:00:00;7;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;25AUG2021:00:00:00;25AUG2021:00:00:00;6;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;26AUG2021:00:00:00;26AUG2021:00:00:00;4;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;27AUG2021:00:00:00;27AUG2021:00:00:00;7;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;30AUG2021:00:00:00;30AUG2021:00:00:00;4;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;31AUG2021:00:00:00;31AUG2021:00:00:00;4;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;01SEP2021:00:00:00;01SEP2021:00:00:00;7;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;02SEP2021:00:00:00;02SEP2021:00:00:00;8;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;03SEP2021:00:00:00;03SEP2021:00:00:00;8;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;04SEP2021:00:00:00;04SEP2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;05SEP2021:00:00:00;05SEP2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;06SEP2021:00:00:00;06SEP2021:00:00:00;13;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;08SEP2021:00:00:00;08SEP2021:00:00:00;25;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;09SEP2021:00:00:00;09SEP2021:00:00:00;11;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;10SEP2021:00:00:00;10SEP2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;12SEP2021:00:00:00;12SEP2021:00:00:00;14;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;13SEP2021:00:00:00;13SEP2021:00:00:00;3;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;14SEP2021:00:00:00;14SEP2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;15SEP2021:00:00:00;15SEP2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;16SEP2021:00:00:00;16SEP2021:00:00:00;4;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;17SEP2021:00:00:00;17SEP2021:00:00:00;5;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;18SEP2021:00:00:00;18SEP2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;20SEP2021:00:00:00;20SEP2021:00:00:00;13;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;22SEP2021:00:00:00;22SEP2021:00:00:00;5;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;23SEP2021:00:00:00;23SEP2021:00:00:00;3;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;24SEP2021:00:00:00;24SEP2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;27SEP2021:00:00:00;27SEP2021:00:00:00;3;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;28SEP2021:00:00:00;28SEP2021:00:00:00;6;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;29SEP2021:00:00:00;29SEP2021:00:00:00;4;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;30SEP2021:00:00:00;30SEP2021:00:00:00;5;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;01OCT2021:00:00:00;01OCT2021:00:00:00;4;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;02OCT2021:00:00:00;02OCT2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;03OCT2021:00:00:00;03OCT2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;04OCT2021:00:00:00;04OCT2021:00:00:00;5;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;05OCT2021:00:00:00;05OCT2021:00:00:00;12;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;06OCT2021:00:00:00;06OCT2021:00:00:00;3;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;07OCT2021:00:00:00;07OCT2021:00:00:00;4;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;08OCT2021:00:00:00;08OCT2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;11OCT2021:00:00:00;11OCT2021:00:00:00;4;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;12OCT2021:00:00:00;12OCT2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;13OCT2021:00:00:00;13OCT2021:00:00:00;4;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;14OCT2021:00:00:00;14OCT2021:00:00:00;5;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;15OCT2021:00:00:00;15OCT2021:00:00:00;6;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;18OCT2021:00:00:00;18OCT2021:00:00:00;4;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;19OCT2021:00:00:00;19OCT2021:00:00:00;4;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;20OCT2021:00:00:00;20OCT2021:00:00:00;3;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;21OCT2021:00:00:00;21OCT2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;22OCT2021:00:00:00;22OCT2021:00:00:00;3;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;26OCT2021:00:00:00;26OCT2021:00:00:00;7;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;27OCT2021:00:00:00;27OCT2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;28OCT2021:00:00:00;28OCT2021:00:00:00;4;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;29OCT2021:00:00:00;29OCT2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;01NOV2021:00:00:00;01NOV2021:00:00:00;5;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;02NOV2021:00:00:00;02NOV2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;03NOV2021:00:00:00;03NOV2021:00:00:00;6;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;04NOV2021:00:00:00;04NOV2021:00:00:00;6;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;05NOV2021:00:00:00;05NOV2021:00:00:00;4;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;08NOV2021:00:00:00;08NOV2021:00:00:00;3;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;09NOV2021:00:00:00;09NOV2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;10NOV2021:00:00:00;10NOV2021:00:00:00;5;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;11NOV2021:00:00:00;11NOV2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;12NOV2021:00:00:00;12NOV2021:00:00:00;4;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;15NOV2021:00:00:00;15NOV2021:00:00:00;4;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;16NOV2021:00:00:00;16NOV2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;17NOV2021:00:00:00;17NOV2021:00:00:00;7;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;18NOV2021:00:00:00;18NOV2021:00:00:00;3;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;19NOV2021:00:00:00;19NOV2021:00:00:00;3;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;22NOV2021:00:00:00;22NOV2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Approve -;23NOV2021:00:00:00;23NOV2021:00:00:00;6;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;24MAY2021:00:00:00;24MAY2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;28MAY2021:00:00:00;28MAY2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;31MAY2021:00:00:00;31MAY2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;01JUN2021:00:00:00;01JUN2021:00:00:00;3;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;02JUN2021:00:00:00;02JUN2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;04JUN2021:00:00:00;04JUN2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;06JUN2021:00:00:00;06JUN2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;11JUN2021:00:00:00;11JUN2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;14JUN2021:00:00:00;14JUN2021:00:00:00;5;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;16JUN2021:00:00:00;16JUN2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;17JUN2021:00:00:00;17JUN2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;19JUN2021:00:00:00;19JUN2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;21JUN2021:00:00:00;21JUN2021:00:00:00;4;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;22JUN2021:00:00:00;22JUN2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;23JUN2021:00:00:00;23JUN2021:00:00:00;3;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;24JUN2021:00:00:00;24JUN2021:00:00:00;3;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;25JUN2021:00:00:00;25JUN2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;27JUN2021:00:00:00;27JUN2021:00:00:00;3;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;28JUN2021:00:00:00;28JUN2021:00:00:00;5;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;29JUN2021:00:00:00;29JUN2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;30JUN2021:00:00:00;30JUN2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;01JUL2021:00:00:00;01JUL2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;02JUL2021:00:00:00;02JUL2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;05JUL2021:00:00:00;05JUL2021:00:00:00;2;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;08JUL2021:00:00:00;08JUL2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;09JUL2021:00:00:00;09JUL2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;12JUL2021:00:00:00;12JUL2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;14JUL2021:00:00:00;14JUL2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;15JUL2021:00:00:00;15JUL2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;16JUL2021:00:00:00;16JUL2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;19JUL2021:00:00:00;19JUL2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;22JUL2021:00:00:00;22JUL2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;26JUL2021:00:00:00;26JUL2021:00:00:00;1;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;04AUG2021:00:00:00;04AUG2021:00:00:00;3;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;06AUG2021:00:00:00;06AUG2021:00:00:00;3;Fopag
